Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Cr, -174.81941595, cr_pbesol_v1.5.uspp.F.UPF, 40, 320, 14.00, GBRV-1.5, -0.11, 2.52
Cs, -46.53942094, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45, 180, 9.00, Dojo, -0.02, 0.02
Cu, -210.11487446, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, -0.00, 0.02
Dy, -769.15236503, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, 4.17, 4.21
Er, -877.43664364, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, 0.06, 0.55
Es, -1310.17606603, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, 0.04, 1.53
Eu, -634.53785508, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, 0.00, 0.77
Fe, -326.38159359, Fe.pbesol-spn-kjpaw_psl.0.2.1.UPF, 90, 1080, 16.00, 031PAW, 0.41, 2.13
Fm, -1364.10031513, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, -0.03, 1.05
F, -48.81088163, F.oncvpsp.upf, 90, 360, 7.00, Dojo, 0.00, 0.00
Fr, -1059.38314186, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.00, 0.00
Ga, -274.76670137, Ga.pbesol-dn-kjpaw_psl.1.0.0.UPF, 90, 720, 13.00, 100PAW, -0.00, 0.01
Gd, -675.81046295, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, 0.02, 0.78
Ge, -212.83000868, ge_pbesol_v1.4.uspp.F.UPF, 45, 360, 14.00, GBRV-1.4, 0.00, 0.00
He, -5.51625750, He_ONCV_PBEsol-1.0.upf, 55, 220, 2.00, SG15, 0.00, 0.00
Hf, -112.26250617, Hf-sp.oncvpsp.upf, 55, 220, 12.00, Dojo, 0.00, 0.02
Hg, -107.49401326, Hg.us.z_12.uspp.gbrv.v1.upf, 65, 390, 12.00, GBRV-v1.0, 0.00, 0.00
H, -0.90677095, H_ONCV_PBEsol-1.0.upf, 80, 320, 1.00, SG15, -0.00, 0.00
Ho, -821.22959703, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, 0.02, 0.74
I, -198.64117012, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65, 260, 17.00, SG15, 0.00, 0.00
In, -144.18482507, In.pbesol-dn-rrkjus_psl.0.2.2.UPF, 50, 400, 13.00, 031US, 0.03, 0.03
Ir, -963.42401737, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, 0.01, 2.07
K, -111.37272671, K.pbesol-spn-kjpaw_psl.1.0.0.UPF, 60, 480, 9.00, 100PAW, 0.00, 0.00
Kr, -500.72278500, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, 0.00, 0.00
La, -451.41566284, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, 0.00, 0.92
Li, -14.27592513, li_pbesol_v1.4.uspp.F.UPF, 40, 320, 3.00, GBRV-1.4, 0.00, 0.00
Lr, -1545.30239876, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, -0.01, 0.01
Lu, -1071.07609206, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, -0.00, 0.00
Md, -1421.30653153, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, 0.23, 0.67
Mg, -125.02578889, mg_pbesol_v1.4.uspp.F.UPF, 45, 360, 10.00, GBRV-1.4, -0.00, 0.00
Mn, -210.52568500, mn_pbesol_v1.5.uspp.F.UPF, 90, 1080, 15.00, GBRV-1.5, 0.08, 2.27
Mo, -136.47584302, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, -0.03, 3.41
Na, -108.41570713, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -0.01, 0.01
Nb, -329.42492542, Nb.pbesol-spn-kjpaw_psl.0.3.0.UPF, 40, 320, 13.00, 031PAW, -1.06, 2.85
Nd, -530.07888260, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, 0.37, 1.50
Ne, -81.32716670, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, 0.00, 0.00
Ni, -342.67967466, ni_pbesol_v1.4.uspp.F.UPF, 50, 400, 18.00, GBRV-1.4, -0.65, 1.60
N, -20.05551859, N.oncvpsp.upf, 80, 320, 5.00, Dojo, -0.00, 0.00
No, -1481.90631887, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, 0.00, 0.00
Np, -1048.97247966, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -5.00, 5.22
O, -40.64955769, O.pbesol-n-kjpaw_psl.0.1.UPF, 75, 600, 6.00, 031PAW, -0.00, 0.00
Os, -197.81798294, os_pbesol_v1.2.uspp.F.UPF, 40, 320, 16.00, GBRV-1.2, 0.00, 2.78
Pa, -982.50259411, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -0.88, 2.63
Pb, -859.13128485, Pb.pbesol-dn-kjpaw_psl.0.2.2.UPF, 45, 360, 14.00, 031PAW, -0.00, 0.01
Pd, -252.79031035, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, -0.00, 0.00
Pm, -561.80925139, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, 0.26, 1.35
Po, -195.00367858, Po.pbesol-dn-rrkjus_psl.1.0.0.UPF, 80, 640, 16.00, 100US, -0.00, 0.00
P, -13.62884336, P.pbesol-n-rrkjus_psl.1.0.0.UPF, 30, 240, 5.00, 100US, -0.01, 0.02
Pr, -501.27681767, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -3.01, 3.04
Pt, -1032.41265868, Pt.pbesol-spfn-rrkjus_psl.1.0.0.UPF, 100, 800, 32.00, 100US, -1.17, 1.65
Pu, -1085.61564262, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -0.07, 2.51
Ra, -1105.94462350, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, 0.00, 0.00
Rb, -48.92158645, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, 0.02, 0.02
Re, -189.51071080, re_pbesol_v1.2.uspp.F.UPF, 30, 240, 15.00, GBRV-1.2, -0.00, 0.00
Rh, -216.39679800, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, -0.00, 1.62
Rn, -1015.02204268, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, 0.00, 0.00
Ru, -187.89892755, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, -0.62, 2.45
Sb, -184.26641271, sb_pbesol_v1.4.uspp.F.UPF, 55, 440, 15.00, GBRV-1.4, -0.02, 0.02
Sc, -154.85736579, Sc.pbesol-spn-kjpaw_psl.0.2.3.UPF, 90, 720, 11.00, 031PAW, -0.01, 0.90
Se, -43.02858877, se_pbesol_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, 0.00, 0.00
Si, -10.91983742, Si.pbesol-n-rrkjus_psl.1.0.0.UPF, 30, 240, 4.00, 100US, 0.02, 0.03
Sm, -596.58351111, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, 0.04, 0.94
Sn, -158.60519509, sn_pbesol_v1.4.uspp.F.UPF, 70, 560, 14.00, GBRV-1.2, -0.00, 0.02
S, -23.70070285, s_pbesol_v1.4.uspp.F.UPF, 35, 280, 6.00, GBRV-1.4, 0.00, 0.02
Sr, -70.03566071, sr_pbesol_v1.uspp.F.UPF, 40, 320, 10.00, GBRV-1.2, -0.00, 0.00
Ta, -141.08444966, ta_pbesol_v1.uspp.F.UPF, 50, 400, 13.00, GBRV-1.2, -0.07, 1.95
Tb, -720.56919500, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 0.33, 0.98
Tc, -160.71944082, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, -5.00, 5.07
Te, -28.21564209, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, -0.00, 0.00
Th, -952.75771485, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, -0.27, 1.77
Ti, -118.76363454, ti_pbesol_v1.4.uspp.F.UPF, 40, 320, 12.00, GBRV-1.4, -2.90, 2.90
Tl, -144.51342809, tl_pbesol_v1.2.uspp.F.UPF, 70, 560, 13.00, GBRV-1.2, -0.01, 0.02
Tm, -937.77789496, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.02
U, -1014.51431782, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.01, 2.62
V, -144.45131541, v_pbesol_v1.4.uspp.F.UPF, 40, 320, 13.00, GBRV-1.4, 0.01, 2.32
W, -158.25521838, w_pbesol_v1.2.uspp.F.UPF, 50, 400, 14.00, GBRV-1.2, 0.25, 2.18
Xe, -587.26083411, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, 0.00, 0.00
Yb, -1002.37701532, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
Y, -92.39648338, y_pbesol_v1.4.uspp.F.UPF, 35, 280, 11.00, GBRV-1.2, -0.01, 0.01
Zn, -461.14167650, zn_pbesol_v1.uspp.F.UPF, 90, 720, 20.00, GBRV-1.2, -0.00, 0.00
Zr, -98.64323519, zr_pbesol_v1.uspp.F.UPF, 30, 240, 12.00, GBRV-1.2, -0.00, 0.01
