Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Hg, -107.77845686, Hg.us.z_12.uspp.gbrv.v1.upf, 65.0, 390.0, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.92184734, H_ONCV_PBE-1.0.oncvpsp.upf, 80.0, 320.0, 1.00, SG15, -0.00, 0.00
Ho, -829.52757614, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 21.00, Wentzcovitch, -3.00, 3.05
I, -198.62386606, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65.0, 260.0, 17.00, SG15, 0.00, 0.00
Ir, -963.51261077, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 31.00, 100US, 3.00, 3.02
Kr, -504.24775241, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1200.0, 18.00, 100PAW, 0.00, 0.00
La, -458.04161072, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 11.00, Wentzcovitch, -1.03, 1.84
Lr, -1562.27249763, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60.0, 480.0, 25.00, MalteSachs, 0.02, 0.02
Lu, -1079.93360009, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45.0, 360.0, 25.00, Wentzcovitch, 1.00, 1.30
Md, -1437.58508594, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60.0, 480.0, 23.00, MalteSachs, 0.54, 1.02
Mo, -136.56810994, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 14.00, SG15, 1.97, 3.60
Na, -109.20563262, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100.0, 800.0, 9.00, 100PAW-low, -0.04, 0.04
Nd, -537.16352917, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 14.00, Wentzcovitch, -0.31, 1.38
Ne, -82.02566630, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 720.0, 8.00, 100PAW, -0.00, 0.00
N, -20.14167062, N.oncvpsp.upf, 80.0, 320.0, 5.00, Dojo, 0.00, 0.00
No, -1498.52453508, No.paw.z_24.ld1.uni-marburg.v0.upf, 60.0, 480.0, 24.00, MalteSachs, -0.00, 0.00
Np, -1062.71273105, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60.0, 480.0, 15.00, MalteSachs, 1.43, 2.74
Pa, -995.82795480, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60.0, 480.0, 13.00, MalteSachs, -0.55, 2.65
Pd, -252.93715924, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, -0.02, 0.51
Pm, -569.22722416, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, -5.00, 5.06
Pr, -508.15343161, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, 1.49, 1.98
Pu, -1099.76683010, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, -0.00, 2.43
Ra, -1118.48203938, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, 0.00, 0.00
Rb, -48.93484516, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, -0.02, 0.02
Rh, -216.51909469, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, 0.97, 1.93
Rn, -1027.07614336, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, 0.00, 0.00
Ru, -188.03232387, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, -3.45, 3.63
Sm, -603.99583523, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, 0.00, 0.88
Tb, -728.43687459, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, 0.01, 0.86
Tc, -160.65920990, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, -1.03, 2.86
Te, -28.28115561, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, -0.00, 0.02
Th, -965.83131184, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, -2.00, 2.06
Tm, -946.27681459, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 1.00, 1.03
U, -1028.10764050, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, -0.73, 2.69
Xe, -593.36671376, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, 0.00, 0.00
Yb, -1011.04673472, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, 0.00, 0.00
