Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Cm, -1181.83914770, Cm.paw.z_18.ld1.uni-marburg.v0.upf, 60.0, 480.0, 18.00, MalteSachs, 6.43, 6.69
Co, -298.05574871, Co_pbe_v1.2.uspp.F.UPF, 90.0, 1080.0, 17.00, GBRV-1.2, -1.15, 1.86
C, -17.77781789, C.pbe-n-kjpaw_psl.1.0.0.UPF, 45.0, 360.0, 4.00, 100PAW, -0.01, 0.01
Cr, -175.00265862, cr_pbe_v1.5.uspp.F.UPF, 40.0, 320.0, 14.00, GBRV-1.5, 0.03, 2.65
Cs, -46.77780813, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45.0, 180.0, 9.00, Dojo, -0.00, 0.00
Cu, -212.83347443, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90.0, 720.0, 11.00, 100PAW-low, -0.01, 0.02
Dy, -777.02796661, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 20.00, Wentzcovitch, -0.01, 1.02
Er, -885.78105561, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 22.00, Wentzcovitch, -0.00, 0.60
Es, -1325.80470004, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60.0, 480.0, 21.00, MalteSachs, -0.01, 1.58
Eu, -642.13716723, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 17.00, Wentzcovitch, -0.88, 1.48
Fe, -328.93852893, Fe.pbe-spn-kjpaw_psl.0.2.1.UPF, 90.0, 1080.0, 16.00, 031PAW, 4.00, 4.01
Fm, -1380.04645710, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60.0, 480.0, 22.00, MalteSachs, -0.07, 1.15
F, -49.01844540, F.oncvpsp.upf, 90.0, 360.0, 7.00, Dojo, 0.00, 0.00
Fr, -1071.67782036, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150.0, 1200.0, 19.00, 100PAW, 0.00, 0.00
Ga, -277.71091831, Ga.pbe-dn-kjpaw_psl.1.0.0.UPF, 90.0, 720.0, 13.00, 100PAW, 0.00, 0.03
Gd, -683.53755862, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 18.00, Wentzcovitch, -0.00, 0.78
Ge, -213.31982048, ge_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 14.00, GBRV-1.4, 0.00, 0.00
He, -5.57587041, He_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 2.00, SG15, 0.00, 0.00
Hf, -112.37466977, Hf-sp.oncvpsp.upf, 55.0, 220.0, 12.00, Dojo, 0.00, 0.01
Hg, -107.77845687, Hg.us.z_12.uspp.gbrv.v1.upf, 65.0, 390.0, 12.00, GBRV-v1.0, 0.00, 0.00
H, -0.92466793, H_ONCV_PBE-1.0.oncvpsp.upf, 80.0, 320.0, 1.00, SG15, 0.00, 0.00
Ho, -829.41485568, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 21.00, Wentzcovitch, -0.00, 0.75
I, -198.62819314, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65.0, 260.0, 17.00, SG15, 0.00, 0.00
In, -144.65156265, In.pbe-dn-rrkjus_psl.0.2.2.UPF, 50.0, 400.0, 13.00, 031US, 0.00, 0.00
Ir, -963.42157763, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 31.00, 100US, -0.01, 0.01
K, -113.01121191, K.pbe-spn-kjpaw_psl.1.0.0.UPF, 60.0, 480.0, 9.00, 100PAW, 0.01, 0.01
Kr, -504.24775241, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1200.0, 18.00, 100PAW, 0.00, 0.00
La, -458.03910747, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 11.00, Wentzcovitch, 0.72, 1.66
Li, -14.37976916, li_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 3.00, GBRV-1.4, -0.03, 0.03
Lr, -1562.27661776, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60.0, 480.0, 25.00, MalteSachs, 0.01, 0.02
Lu, -1079.92246987, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45.0, 360.0, 25.00, Wentzcovitch, 0.00, 0.03
Md, -1437.58693950, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60.0, 480.0, 23.00, MalteSachs, -1.04, 1.04
Mg, -125.24818577, mg_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 10.00, GBRV-1.4, -0.00, 0.00
Mn, -210.75590978, mn_pbe_v1.5.uspp.F.UPF, 90.0, 1080.0, 15.00, GBRV-1.5, 2.04, 2.82
Mo, -136.56643336, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 14.00, SG15, 1.95, 3.65
Na, -109.20843955, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100.0, 800.0, 9.00, 100PAW-low, -0.00, 0.00
Nb, -333.70657370, Nb.pbe-spn-kjpaw_psl.0.3.0.UPF, 40.0, 320.0, 13.00, 031PAW, -0.36, 2.72
Nd, -537.16602422, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 14.00, Wentzcovitch, 0.02, 1.58
Ne, -82.02566630, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 720.0, 8.00, 100PAW, -0.00, 0.00
Ni, -342.92133444, ni_pbe_v1.4.uspp.F.UPF, 50.0, 400.0, 18.00, GBRV-1.4, -0.92, 1.48
N, -20.15013346, N.oncvpsp.upf, 80.0, 320.0, 5.00, Dojo, -0.00, 0.00
No, -1498.52453505, No.paw.z_24.ld1.uni-marburg.v0.upf, 60.0, 480.0, 24.00, MalteSachs, 0.00, 0.00
Np, -1062.70231449, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60.0, 480.0, 15.00, MalteSachs, -0.21, 2.61
O, -41.17108994, O.pbe-n-kjpaw_psl.0.1.UPF, 75.0, 600.0, 6.00, 031PAW, 0.00, 0.00
Os, -197.82073581, Os_pbe_v1.2.uspp.F.UPF, 40.0, 320.0, 16.00, GBRV-1.2, -0.00, 0.01
Pa, -995.85743880, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60.0, 480.0, 13.00, MalteSachs, -3.00, 3.34
Pb, -870.28401528, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 45.0, 360.0, 14.00, 031PAW, 0.01, 0.02
Pd, -252.93017179, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, -0.00, 0.00
Pm, -569.05218338, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, -0.51, 1.33
Po, -195.35728598, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 80.0, 640.0, 16.00, 100US, 0.02, 0.02
P, -13.66015849, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 5.00, 100US, -0.00, 0.01
Pr, -508.15236729, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, -0.84, 2.01
Pt, -1032.42777485, Pt.pbe-spfn-rrkjus_psl.1.0.0.UPF, 100.0, 800.0, 32.00, 100US, 0.00, 0.01
Pu, -1099.76435962, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, 0.42, 2.54
Ra, -1118.48203940, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, 0.00, 0.00
Rb, -48.93766425, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, 0.00, 0.00
Re, -189.95908676, Re_pbe_v1.2.uspp.F.UPF, 30.0, 240.0, 15.00, GBRV-1.2, 1.36, 2.85
Rh, -216.50392523, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, 0.07, 1.66
Rn, -1027.07614335, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, 0.00, 0.00
Ru, -187.93186198, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, -0.00, 0.01
Sb, -184.64736301, sb_pbe_v1.4.uspp.F.UPF, 55.0, 440.0, 15.00, GBRV-1.4, 0.01, 0.02
Sc, -156.70231291, Sc.pbe-spn-kjpaw_psl.0.2.3.UPF, 90.0, 720.0, 11.00, 031PAW, 0.01, 0.01
Se, -43.35256952, Se_pbe_v1.uspp.F.UPF, 30.0, 240.0, 6.00, GBRV-1.2, -0.00, 0.02
Si, -11.02562908, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 4.00, 100US, -0.01, 0.01
Sm, -604.01667794, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, -2.09, 2.36
Sn, -162.97312065, Sn_pbe_v1.uspp.F.UPF, 70.0, 560.0, 14.00, GBRV-1.2, 0.02, 1.29
S, -23.80724564, s_pbe_v1.4.uspp.F.UPF, 35.0, 280.0, 6.00, GBRV-1.4, 0.00, 0.00
Sr, -70.13403970, Sr_pbe_v1.uspp.F.UPF, 40.0, 320.0, 10.00, GBRV-1.2, -0.00, 0.00
Ta, -141.23448004, Ta_pbe_v1.uspp.F.UPF, 50.0, 400.0, 13.00, GBRV-1.2, 0.00, 0.01
Tb, -728.44119411, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, 0.01, 0.84
Tc, -160.80071628, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, 5.00, 5.03
Te, -28.28861693, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, 0.00, 0.00
Th, -965.83297506, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, -2.04, 2.06
Ti, -118.87600777, ti_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 12.00, GBRV-1.4, 0.51, 1.90
Tl, -144.79564866, Tl_pbe_v1.2.uspp.F.UPF, 70.0, 560.0, 13.00, GBRV-1.2, 0.00, 0.00
Tm, -946.26696391, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 0.02, 0.29
U, -1028.11020167, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, 0.14, 3.08
V, -144.60951516, v_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 13.00, GBRV-1.4, -0.96, 2.39
W, -158.36213992, W_pbe_v1.2.uspp.F.UPF, 50.0, 400.0, 14.00, GBRV-1.2, 0.00, 0.01
Xe, -593.36671376, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, 0.00, 0.00
Yb, -1011.04673452, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, 0.00, 0.00
Y, -87.26730221, Y_pbe_v1.uspp.F.UPF, 35.0, 280.0, 11.00, GBRV-1.2, 0.00, 0.00
Zn, -461.48918290, Zn_pbe_v1.uspp.F.UPF, 90.0, 720.0, 20.00, GBRV-1.2, 0.00, 0.00
Zr, -98.70946573, Zr_pbe_v1.uspp.F.UPF, 30.0, 240.0, 12.00, GBRV-1.2, 0.00, 0.02
