Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Hf, -112.37467097, Hf-sp.oncvpsp.upf, 55.0, 220.0, 12.00, Dojo, 0.00, 0.01
Hg, -107.77845691, Hg.us.z_12.uspp.gbrv.v1.upf, 65.0, 390.0, 12.00, GBRV-v1.0, 0.00, 0.00
H, -0.92466793, H_ONCV_PBE-1.0.oncvpsp.upf, 80.0, 320.0, 1.00, SG15, 0.00, 0.00
Ho, -829.52485610, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 21.00, Wentzcovitch, -2.95, 2.98
I, -198.62819635, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65.0, 260.0, 17.00, SG15, 0.02, 0.02
In, -144.65156295, In.pbe-dn-rrkjus_psl.0.2.2.UPF, 50.0, 400.0, 13.00, 031US, -0.00, 0.00
Ir, -963.51638255, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 31.00, 100US, 3.00, 3.00
K, -113.01121216, K.pbe-spn-kjpaw_psl.1.0.0.UPF, 60.0, 480.0, 9.00, 100PAW, -0.01, 0.01
Kr, -504.24775250, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1200.0, 18.00, 100PAW, -0.00, 0.00
La, -458.03749876, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 11.00, Wentzcovitch, -1.10, 1.12
Li, -14.37976446, li_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 3.00, GBRV-1.4, -0.01, 0.01
Lr, -1562.27661732, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60.0, 480.0, 25.00, MalteSachs, -0.02, 0.02
Lu, -1079.92246468, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45.0, 360.0, 25.00, Wentzcovitch, 0.00, 0.01
Md, -1437.58756562, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60.0, 480.0, 23.00, MalteSachs, -1.03, 1.03
Mg, -125.24818582, mg_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 10.00, GBRV-1.4, -0.00, 0.00
Mn, -210.75709934, mn_pbe_v1.5.uspp.F.UPF, 90.0, 1080.0, 15.00, GBRV-1.5, -2.13, 2.85
Mo, -136.54715443, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 14.00, SG15, -0.02, 3.44
Na, -109.20844077, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100.0, 800.0, 9.00, 100PAW-low, -0.01, 0.01
Nb, -333.71873848, Nb.pbe-spn-kjpaw_psl.0.3.0.UPF, 40.0, 320.0, 13.00, 031PAW, 1.43, 2.74
Nd, -537.16438589, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 14.00, Wentzcovitch, 0.02, 1.55
Ne, -82.02566820, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 720.0, 8.00, 100PAW, -0.00, 0.00
Ni, -342.92132766, ni_pbe_v1.4.uspp.F.UPF, 50.0, 400.0, 18.00, GBRV-1.4, -0.92, 1.48
N, -20.15013369, N.oncvpsp.upf, 80.0, 320.0, 5.00, Dojo, 0.00, 0.00
No, -1498.52453494, No.paw.z_24.ld1.uni-marburg.v0.upf, 60.0, 480.0, 24.00, MalteSachs, -0.00, 0.00
Np, -1062.70005941, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60.0, 480.0, 15.00, MalteSachs, 0.04, 2.50
O, -41.17109075, O.pbe-n-kjpaw_psl.0.1.UPF, 75.0, 600.0, 6.00, 031PAW, -0.00, 0.01
Os, -197.89778662, Os_pbe_v1.2.uspp.F.UPF, 40.0, 320.0, 16.00, GBRV-1.2, -0.73, 2.63
Pa, -995.82484639, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60.0, 480.0, 13.00, MalteSachs, -0.86, 2.66
Pb, -870.28403087, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 45.0, 360.0, 14.00, 031PAW, 0.00, 0.04
Pd, -252.93017156, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, 0.00, 0.00
Pm, -569.05354911, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, 0.00, 1.24
Po, -195.35728514, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 80.0, 640.0, 16.00, 100US, -0.00, 0.01
P, -13.66015795, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 5.00, 100US, 0.00, 0.00
Pr, -508.13543427, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, 0.34, 1.56
Pt, -1032.44940789, Pt.pbe-spfn-rrkjus_psl.1.0.0.UPF, 100.0, 800.0, 32.00, 100US, 1.44, 1.70
Pu, -1099.76482641, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, 0.06, 2.60
Ra, -1118.48203948, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, -0.00, 0.00
Rb, -48.93766460, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, -0.01, 0.01
Re, -189.96447692, Re_pbe_v1.2.uspp.F.UPF, 30.0, 240.0, 15.00, GBRV-1.2, 0.96, 2.65
Rh, -216.51694668, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, 1.00, 1.97
Rn, -1027.07614338, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, 0.00, 0.00
Ru, -187.99731377, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, 0.71, 2.46
Sb, -184.64735976, sb_pbe_v1.4.uspp.F.UPF, 55.0, 440.0, 15.00, GBRV-1.4, -0.00, 0.00
Sc, -156.70231287, Sc.pbe-spn-kjpaw_psl.0.2.3.UPF, 90.0, 720.0, 11.00, 031PAW, 0.00, 0.01
Se, -43.35256799, Se_pbe_v1.uspp.F.UPF, 30.0, 240.0, 6.00, GBRV-1.2, -0.00, 0.01
Si, -11.02563780, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 4.00, 100US, -0.00, 0.02
Sm, -603.99224570, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, 0.01, 0.91
Sn, -162.95568543, Sn_pbe_v1.uspp.F.UPF, 70.0, 560.0, 14.00, GBRV-1.2, -0.02, 0.03
S, -23.80724573, s_pbe_v1.4.uspp.F.UPF, 35.0, 280.0, 6.00, GBRV-1.4, 0.00, 0.00
Sr, -70.13403972, Sr_pbe_v1.uspp.F.UPF, 40.0, 320.0, 10.00, GBRV-1.2, -0.00, 0.00
Ta, -141.29319163, Ta_pbe_v1.uspp.F.UPF, 50.0, 400.0, 13.00, GBRV-1.2, -0.97, 2.47
Tb, -728.44112740, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, 0.01, 0.84
Tc, -160.80068159, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, -5.00, 5.03
Te, -28.28862178, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, -0.02, 0.02
Th, -965.82056530, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, 0.01, 1.67
Ti, -118.85417975, ti_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 12.00, GBRV-1.4, -0.09, 1.36
Tl, -144.79564909, Tl_pbe_v1.2.uspp.F.UPF, 70.0, 560.0, 13.00, GBRV-1.2, -0.00, 0.01
Tm, -946.27884308, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 1.00, 1.02
U, -1028.10676634, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, 0.64, 2.90
V, -144.62151479, v_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 13.00, GBRV-1.4, 1.14, 2.56
W, -158.43488743, W_pbe_v1.2.uspp.F.UPF, 50.0, 400.0, 14.00, GBRV-1.2, -0.01, 2.71
Xe, -593.36671384, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, -0.00, 0.00
Yb, -1011.04673445, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, -0.00, 0.00
Y, -87.26730206, Y_pbe_v1.uspp.F.UPF, 35.0, 280.0, 11.00, GBRV-1.2, 0.00, 0.00
Zn, -461.48918324, Zn_pbe_v1.uspp.F.UPF, 90.0, 720.0, 20.00, GBRV-1.2, -0.00, 0.00
Zr, -98.70946268, Zr_pbe_v1.uspp.F.UPF, 30.0, 240.0, 12.00, GBRV-1.2, -0.01, 0.01
