Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ir, -963.42832213, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, -1.18, 2.34
Kr, -500.72278492, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, 0.00, 0.00
La, -451.42131365, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, 0.47, 1.74
Lr, -1545.29828470, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 0.00, 0.00
Lu, -1071.08450235, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, 1.00, 1.01
Md, -1421.31174340, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, -1.04, 1.05
Mo, -136.47606643, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, -0.00, 3.38
Na, -108.41289573, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -0.03, 0.03
Nd, -530.20418983, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -4.00, 4.06
Ne, -81.32716489, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, -0.00, 0.00
N, -20.04705576, N.oncvpsp.upf, 80, 320, 5.00, Dojo, 0.00, 0.00
No, -1481.90631901, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, 0.00, 0.00
Np, -1048.97515648, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -5.00, 5.21
Pa, -982.50700345, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -1.56, 2.70
Pd, -252.79798496, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, 0.01, 0.13
Pm, -561.80063523, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, -1.07, 1.64
Pr, -501.22202384, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, 1.00, 1.77
Pu, -1085.83028891, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -6.00, 6.25
Ra, -1105.94462344, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.91876784, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, 0.02, 0.02
Rh, -216.41023352, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, -0.97, 1.92
Rn, -1015.02204265, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, 0.00, 0.00
Ru, -187.94752887, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, -4.07, 4.12
Sm, -596.58527380, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.37, 1.07
Tb, -720.56774401, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 0.01, 0.86
Tc, -160.72118459, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, 5.00, 5.08
Te, -28.20817783, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, -0.02, 0.02
Th, -952.75909424, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 0.12, 1.80
Tm, -937.77548900, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.02
U, -1014.51558687, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.59, 2.69
Xe, -587.26083403, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, 0.00, 0.00
Yb, -1002.37701505, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
