Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Cs, -46.54316564, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45, 180, 9.00, Dojo, -1.00, 1.00
Cu, -210.13279885, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, -1.00, 1.10
Dy, -769.00167710, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, -0.00, 1.02
Er, -877.47592678, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, 2.00, 2.05
Es, -1310.26058571, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, -3.00, 3.05
Eu, -634.56458213, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, 1.00, 1.50
Fm, -1364.12838371, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 2.00, 2.03
F, -48.84212317, F.oncvpsp.upf, 90, 360, 7.00, Dojo, -1.00, 1.04
Fr, -1059.38655773, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 1.00, 1.01
Gd, -676.13921620, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -8.00, 8.12
He, -5.51625750, He_ONCV_PBEsol-1.0.upf, 55, 220, 2.00, SG15, -0.00, 0.00
Hf, -112.29008190, Hf-sp.oncvpsp.upf, 55, 220, 12.00, Dojo, 0.00, 1.43
Hg, -107.49401296, Hg.us.z_12.uspp.gbrv.v1.upf, 65, 390, 12.00, GBRV-v1.0, 0.00, 0.00
H, -0.97798395, H_ONCV_PBEsol-1.0.upf, 80, 320, 1.00, SG15, 1.00, 1.00
Ho, -821.25105366, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -1.00, 1.23
I, -198.64240047, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65, 260, 17.00, SG15, -1.00, 1.06
Ir, -963.43213348, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, -1.00, 2.32
Kr, -500.72278499, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, -0.00, 0.00
La, -451.42209031, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -1.00, 1.73
Lr, -1545.31059136, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 1.00, 1.16
Lu, -1071.08594407, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, -1.00, 1.22
Md, -1421.31265832, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, 1.00, 1.03
Mo, -136.47605077, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, -0.00, 3.35
Na, -108.42377816, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -1.00, 1.00
Nd, -530.20609768, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -4.00, 4.06
Ne, -81.32716670, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, -0.00, 0.00
N, -20.28017492, N.oncvpsp.upf, 80, 320, 5.00, Dojo, 3.00, 3.00
No, -1481.90631888, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1048.97314183, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -5.00, 5.22
Pa, -982.53258824, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -3.00, 3.10
Pd, -252.79759003, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, 0.00, 0.41
Pm, -561.81760395, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, -1.00, 1.58
Pr, -501.27679854, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, 3.00, 3.04
Pu, -1085.61951921, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, 0.00, 2.56
Ra, -1105.94462350, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.92536909, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, 1.00, 1.00
Rh, -216.41034316, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, -1.00, 1.92
Rn, -1015.02204268, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, 0.00, 0.00
Ru, -187.90260673, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, -0.00, 2.50
Sm, -596.58779276, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.00, 0.89
Tb, -720.79985308, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 5.00, 5.12
Tc, -160.58121659, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, -1.00, 3.07
Te, -28.22647151, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, 0.00, 1.45
Th, -952.76247787, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 0.00, 1.85
Tm, -937.77282789, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.04
U, -1014.51802291, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.00, 2.95
Xe, -587.26083411, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, -0.00, 0.00
Yb, -1002.37701560, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
