Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
F, -48.80655407, F.oncvpsp.upf, 90, 360, 7.00, Dojo, -0.00, 0.00
Fr, -1059.38032095, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.00, 0.00
Gd, -676.14313464, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -6.98, 7.13
He, -5.51625750, He_ONCV_PBEsol-1.0.upf, 55, 220, 2.00, SG15, 0.00, 0.00
Hf, -112.25944385, Hf-sp.oncvpsp.upf, 55, 220, 12.00, Dojo, -0.00, 0.01
Hg, -107.49401316, Hg.us.z_12.uspp.gbrv.v1.upf, 65, 390, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.90394873, H_ONCV_PBEsol-1.0.upf, 80, 320, 1.00, SG15, 0.00, 0.00
Ho, -821.22965800, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -0.03, 0.73
I, -198.63684386, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65, 260, 17.00, SG15, -0.01, 0.01
Ir, -963.43005168, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, -0.97, 2.35
Kr, -500.72278496, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, -0.00, 0.00
La, -451.42224246, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -1.03, 1.77
Lr, -1545.29828626, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 0.01, 0.01
Lu, -1071.07216680, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, -0.01, 0.01
Md, -1421.30561928, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, -0.28, 0.64
Mo, -136.45920481, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, 0.80, 3.04
Na, -108.41288637, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -0.01, 0.01
Nd, -530.20494275, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -4.00, 4.09
Ne, -81.32716668, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, -0.00, 0.00
N, -20.04705624, N.oncvpsp.upf, 80, 320, 5.00, Dojo, 0.00, 0.00
No, -1481.90631912, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1048.83968376, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -0.92, 2.79
Pa, -982.53038170, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -3.00, 3.09
Pd, -252.79739787, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, 0.01, 0.46
Pm, -561.81000438, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, -0.02, 1.18
Pr, -501.20745893, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -0.24, 1.40
Pu, -1085.61832405, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, 0.01, 2.60
Ra, -1105.94462349, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.91876512, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, 0.01, 0.01
Rh, -216.41027017, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, -0.97, 1.92
Rn, -1015.02204268, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, 0.00, 0.00
Ru, -187.92322146, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, 1.95, 3.00
Sm, -596.58737228, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.00, 0.89
Tb, -720.56471715, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, -0.02, 0.83
Tc, -160.57884035, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, -0.94, 3.08
Te, -28.20817717, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, 0.00, 0.01
Th, -952.76114640, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, -0.10, 1.91
Tm, -937.77550296, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.02
U, -1014.50973315, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, 0.55, 2.63
Xe, -587.26083411, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, -0.00, 0.00
Yb, -1002.37701565, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, 0.00, 0.00
