Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Gd, -676.15591109, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -6.93, 7.07
He, -5.51625750, He_ONCV_PBEsol-1.0.upf, 55, 220, 2.00, SG15, 0.00, 0.00
Hf, -112.29126353, Hf-sp.oncvpsp.upf, 55, 220, 12.00, Dojo, 0.00, 1.37
Hg, -107.49401326, Hg.us.z_12.uspp.gbrv.v1.upf, 65, 390, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.97798396, H_ONCV_PBEsol-1.0.upf, 80, 320, 1.00, SG15, 1.00, 1.00
Ho, -821.33401973, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -3.07, 3.11
I, -198.65834521, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65, 260, 17.00, SG15, -1.00, 1.00
Ir, -963.43371416, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, -0.02, 1.90
Kr, -500.72278500, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, 0.00, 0.00
La, -451.43128178, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -0.90, 1.52
Lr, -1545.31803314, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 1.00, 1.02
Lu, -1071.09296391, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, -1.00, 1.01
Md, -1421.32969607, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, 0.83, 0.83
Mo, -136.47610163, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, 0.01, 3.34
Na, -108.42182303, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -0.99, 0.99
Nd, -530.20850520, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -4.00, 4.04
Ne, -81.32716670, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, -0.00, 0.00
N, -20.28017502, N.oncvpsp.upf, 80, 320, 5.00, Dojo, 3.00, 3.00
No, -1481.90631885, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, 0.00, 0.00
Np, -1048.99032220, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -5.00, 5.22
Pa, -982.55061349, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -3.00, 3.09
Pd, -252.80014495, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, 0.00, 0.02
Pm, -561.82225562, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, -0.01, 0.87
Pr, -501.28531427, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, 3.00, 3.03
Pu, -1085.62655464, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -0.01, 2.38
Ra, -1105.94462350, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.92771238, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, 0.69, 0.70
Rh, -216.42324338, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, -2.57, 2.57
Rn, -1015.02204268, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, -0.00, 0.00
Ru, -187.90414028, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, 0.00, 2.41
Sm, -596.59221012, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.03, 0.86
Tb, -720.81121249, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 5.53, 5.57
Tc, -160.57657780, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, -0.00, 2.78
Te, -28.23814484, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, -0.01, 1.09
Th, -952.77166797, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, -0.30, 1.57
Tm, -937.78846528, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.01
U, -1014.52900646, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, 0.15, 2.42
Xe, -587.26083411, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, 0.00, 0.00
Yb, -1002.37701496, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, 0.00, 0.00
