Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ru, -187.83751351, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, -0.02, 0.02
Sc, -91.51295724, Sc_ONCV_PBEsol-1.0.upf, 40, 160, 11.00, SG15, -0.00, 0.01
Sm, -596.58288526, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, 0.20, 0.91
Tb, -720.56918437, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, -0.07, 0.94
Tc, -160.47737480, Tc_ONCV_PBEsol-1.0.upf, 30, 120, 15.00, SG15, 0.02, 0.02
Th, -952.77145857, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 2.05, 2.07
Tm, -937.77790862, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.02
U, -1014.51427229, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, 0.87, 2.71
Xe, -231.79816025, Xe_ONCV_PBEsol-1.1.upf, 60, 240, 18.00, SG15-1.1, 0.00, 0.00
Yb, -1002.37701364, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
