Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
C, -17.79373196, C.pbe-n-kjpaw_psl.1.0.0.UPF, 45.0, 360.0, 4.00, 100PAW, -0.00, 0.00
Cr, -318.30180906, cr_pbe_v1.5.uspp.F.UPF, 40.0, 320.0, 14.00, GBRV-1.5, -0.00, 0.00
Cs, -46.78345017, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45.0, 180.0, 9.00, Dojo, -0.00, 0.00
Cu, -212.85016792, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90.0, 720.0, 11.00, 100PAW-low, -0.99, 1.01
Dy, -777.02955183, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 20.00, Wentzcovitch, 0.11, 0.99
Er, -885.78740394, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 22.00, Wentzcovitch, -0.01, 0.51
Es, -1325.81619646, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60.0, 480.0, 21.00, MalteSachs, -0.04, 1.38
Eu, -642.13770260, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 17.00, Wentzcovitch, -1.01, 1.53
Fe, -328.94644666, Fe.pbe-spn-kjpaw_psl.0.2.1.UPF, 90.0, 1080.0, 16.00, 031PAW, 4.00, 4.01
Fm, -1380.06111182, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60.0, 480.0, 22.00, MalteSachs, 0.00, 0.74
F, -49.03099172, F.oncvpsp.upf, 90.0, 360.0, 7.00, Dojo, -0.00, 0.00
Fr, -1071.68346232, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150.0, 1200.0, 19.00, 100PAW, 0.00, 0.00
Ga, -277.72346349, Ga.pbe-dn-kjpaw_psl.1.0.0.UPF, 90.0, 720.0, 13.00, 100PAW, -0.03, 0.03
Gd, -683.54008061, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 18.00, Wentzcovitch, -0.01, 0.76
Ge, -213.33573874, ge_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 14.00, GBRV-1.4, 0.00, 0.00
He, -5.57587041, He_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 2.00, SG15, -0.00, 0.00
Hf, -112.38805605, Hf-sp.oncvpsp.upf, 55.0, 220.0, 12.00, Dojo, 0.00, 0.02
Hg, -107.77845691, Hg.us.z_12.uspp.gbrv.v1.upf, 65.0, 390.0, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.93031201, H_ONCV_PBE-1.0.oncvpsp.upf, 80.0, 320.0, 1.00, SG15, -0.01, 0.01
Ho, -829.42157807, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 21.00, Wentzcovitch, -0.00, 0.71
I, -198.64073936, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65.0, 260.0, 17.00, SG15, -0.00, 0.01
In, -144.66411061, In.pbe-dn-rrkjus_psl.0.2.2.UPF, 50.0, 400.0, 13.00, 031US, -0.00, 0.02
Ir, -963.48007322, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 31.00, 100US, -0.03, 1.99
K, -113.01685438, K.pbe-spn-kjpaw_psl.1.0.0.UPF, 60.0, 480.0, 9.00, 100PAW, 0.04, 0.04
Kr, -504.24775247, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1200.0, 18.00, 100PAW, -0.00, 0.00
La, -458.04994768, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 11.00, Wentzcovitch, 0.92, 1.64
Li, -14.38540809, li_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 3.00, GBRV-1.4, 0.02, 0.02
Lr, -1562.28634698, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60.0, 480.0, 25.00, MalteSachs, 0.01, 0.02
Lu, -1079.93230782, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45.0, 360.0, 25.00, Wentzcovitch, -0.01, 0.01
Md, -1437.60179898, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60.0, 480.0, 23.00, MalteSachs, -0.82, 0.82
Mg, -125.24818582, mg_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 10.00, GBRV-1.4, -0.00, 0.00
Mn, -207.67308451, mn_pbe_v1.5.uspp.F.UPF, 90.0, 1080.0, 15.00, GBRV-1.5, 3.00, 3.79
Mo, -136.57101528, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 14.00, SG15, 2.45, 3.55
Na, -109.21408299, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100.0, 800.0, 9.00, 100PAW-low, -0.02, 0.02
Nb, -333.71441922, Nb.pbe-spn-kjpaw_psl.0.3.0.UPF, 40.0, 320.0, 13.00, 031PAW, -0.43, 2.65
Nd, -537.17438130, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 14.00, Wentzcovitch, -0.17, 1.36
Ne, -82.02566820, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 720.0, 8.00, 100PAW, 0.00, 0.00
Ni, -342.93188614, ni_pbe_v1.4.uspp.F.UPF, 50.0, 400.0, 18.00, GBRV-1.4, -0.60, 1.25
N, -20.16706048, N.oncvpsp.upf, 80.0, 320.0, 5.00, Dojo, -0.01, 0.01
No, -1498.52453503, No.paw.z_24.ld1.uni-marburg.v0.upf, 60.0, 480.0, 24.00, MalteSachs, 0.00, 0.00
Np, -1062.71400811, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60.0, 480.0, 15.00, MalteSachs, -0.16, 2.32
O, -41.18700762, O.pbe-n-kjpaw_psl.0.1.UPF, 75.0, 600.0, 6.00, 031PAW, -0.00, 0.00
Os, -197.99843317, Os_pbe_v1.2.uspp.F.UPF, 40.0, 320.0, 16.00, GBRV-1.2, -4.00, 4.07
Pa, -995.87049424, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60.0, 480.0, 13.00, MalteSachs, -3.00, 3.09
Pb, -870.29993293, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 45.0, 360.0, 14.00, 031PAW, -0.00, 0.02
Pd, -252.94049296, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, 0.00, 0.02
Pm, -569.06319510, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, 0.02, 1.07
Po, -195.37320593, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 80.0, 640.0, 16.00, 100US, 0.01, 0.02
P, -13.67708356, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 5.00, 100US, -0.00, 0.00
Pr, -508.21129190, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, -3.00, 3.03
Pt, -1032.46655291, Pt.pbe-spfn-rrkjus_psl.1.0.0.UPF, 100.0, 800.0, 32.00, 100US, -2.00, 2.00
Pu, -1099.77145986, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, 0.00, 2.42
Ra, -1118.48203949, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, -0.00, 0.00
Rb, -48.94330629, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, 0.01, 0.01
Re, -189.96496743, Re_pbe_v1.2.uspp.F.UPF, 30.0, 240.0, 15.00, GBRV-1.2, 1.02, 2.64
Rh, -216.51200526, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, 0.04, 1.47
Rn, -1027.07614338, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, 0.00, 0.00
Ru, -188.00512293, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, 0.60, 2.29
Sb, -184.66428611, sb_pbe_v1.4.uspp.F.UPF, 55.0, 440.0, 15.00, GBRV-1.4, 0.01, 0.01
Sc, -156.71618639, Sc.pbe-spn-kjpaw_psl.0.2.3.UPF, 90.0, 720.0, 11.00, 031PAW, 0.00, 0.01
Se, -43.36848292, Se_pbe_v1.uspp.F.UPF, 30.0, 240.0, 6.00, GBRV-1.2, 0.00, 0.00
Si, -11.04154950, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 4.00, 100US, -0.02, 0.02
Sm, -604.25473009, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, -6.00, 6.07
Sn, -162.98192970, Sn_pbe_v1.uspp.F.UPF, 70.0, 560.0, 14.00, GBRV-1.2, 0.00, 1.17
S, -23.82316634, s_pbe_v1.4.uspp.F.UPF, 35.0, 280.0, 6.00, GBRV-1.4, 0.01, 0.01
Sr, -70.13403972, Sr_pbe_v1.uspp.F.UPF, 40.0, 320.0, 10.00, GBRV-1.2, -0.00, 0.00
Ta, -141.29150743, Ta_pbe_v1.uspp.F.UPF, 50.0, 400.0, 13.00, GBRV-1.2, 1.00, 2.38
Tb, -728.44780224, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, -0.00, 0.81
Tc, -160.80723539, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, 5.00, 5.01
Te, -28.30453877, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, -0.00, 0.02
Th, -965.84290922, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, -2.00, 2.01
Ti, -118.88039581, ti_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 12.00, GBRV-1.4, -0.10, 1.86
Tl, -144.80819770, Tl_pbe_v1.2.uspp.F.UPF, 70.0, 560.0, 13.00, GBRV-1.2, 0.00, 0.02
Tm, -946.27890094, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 0.00, 0.13
U, -1028.11810149, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, 0.34, 2.65
V, -144.61690580, v_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 13.00, GBRV-1.4, -1.04, 2.41
W, -158.44309456, W_pbe_v1.2.uspp.F.UPF, 50.0, 400.0, 14.00, GBRV-1.2, -0.84, 2.84
Xe, -593.36671384, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, 0.00, 0.00
Yb, -1011.04673460, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, 0.00, 0.00
Y, -87.27748331, Y_pbe_v1.uspp.F.UPF, 35.0, 280.0, 11.00, GBRV-1.2, 0.01, 0.01
Zn, -461.48918325, Zn_pbe_v1.uspp.F.UPF, 90.0, 720.0, 20.00, GBRV-1.2, -0.00, 0.00
Zr, -98.72542498, Zr_pbe_v1.uspp.F.UPF, 30.0, 240.0, 12.00, GBRV-1.2, -0.00, 0.02
