Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Md, -1421.31778808, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, 0.98, 0.98
Mo, -136.47605580, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, 0.00, 3.35
Na, -108.42373124, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -1.00, 1.00
Nd, -530.20635696, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -4.00, 4.05
Ne, -81.32716670, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, 0.00, 0.00
N, -20.28017502, N.oncvpsp.upf, 80, 320, 5.00, Dojo, 3.00, 3.00
No, -1481.90631870, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, 0.00, 0.00
Np, -1048.97343547, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -5.00, 5.22
Pa, -982.53717550, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -3.00, 3.09
Pd, -252.79732805, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, 0.00, 0.00
Pm, -561.81124072, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, 0.07, 1.11
Pr, -501.27956012, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, 3.00, 3.03
Pu, -1085.62001660, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -0.01, 2.52
Ra, -1105.94462350, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.92556284, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, 0.93, 0.94
Rh, -216.41519860, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, -2.70, 2.70
Rn, -1015.02204268, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, 0.00, 0.00
Ru, -187.90262365, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, -0.00, 2.50
Sm, -596.58794346, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, 0.01, 0.89
Tb, -720.80128190, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 5.50, 5.58
Tc, -160.57083169, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, 0.00, 2.79
Te, -28.23062594, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, 0.16, 1.26
Th, -952.76216297, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, -0.20, 1.70
Tm, -937.77729765, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.01
U, -1014.51684887, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, 0.06, 2.45
Xe, -587.26083411, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, -0.00, 0.00
Yb, -1002.37701556, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, 0.00, 0.00
