Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Cu, -212.83640826, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, 0.00, 0.01
Dy, -777.02903760, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, 0.00, 1.00
Er, -885.78406393, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, 0.00, 0.59
Es, -1325.80424526, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, -0.01, 1.50
Eu, -642.09762487, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, -0.00, 0.78
Fe, -328.80589579, Fe.pbe-spn-kjpaw_psl.0.2.1.UPF, 90, 1080, 16.00, 031PAW, -0.49, 2.12
Fm, -1380.04218009, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 0.16, 1.17
Fr, -1071.67499949, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.00, 0.00
F, -48.32921827, f_pbe_v1.4.uspp.F.UPF, 45, 360, 7.00, GBRV-1.4, -0.00, 0.00
Ga, -277.70648187, Ga.pbe-dn-kjpaw_psl.1.0.0.UPF, 70, 560, 13.00, 100PAW, -0.00, 0.01
Gd, -683.53934375, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -0.00, 0.77
Ge, -213.31218587, ge_pbe_v1.4.uspp.F.UPF, 40, 320, 14.00, GBRV-1.4, 0.02, 0.02
H, -0.92211264, H.pbe-rrkjus_psl.1.0.0.UPF, 60, 480, 1.00, 100US, 0.00, 0.00
He, -5.57586948, He_ONCV_PBE-1.0.oncvpsp.upf, 50, 200, 2.00, SG15, -0.00, 0.00
Hf, -112.37018376, Hf-sp.oncvpsp.upf, 50, 200, 12.00, Dojo, 0.00, 0.02
Hg, -310.13926774, Hg_ONCV_PBE-1.0.oncvpsp.upf, 50, 200, 20.00, SG15, -0.00, 0.00
Ho, -829.52769450, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -3.00, 3.05
I, -378.79515131, I.pbe-n-kjpaw_psl.0.2.UPF, 35, 280, 7.00, 031PAW, -0.01, 0.01
In, -144.64723574, In.pbe-dn-rrkjus_psl.0.2.2.UPF, 50, 400, 13.00, 031US, 0.00, 0.00
Ir, -181.21665257, Ir_pbe_v1.2.uspp.F.UPF, 55, 440, 15.00, GBRV-1.2, 0.15, 2.13
K, -113.00839119, K.pbe-spn-kjpaw_psl.1.0.0.UPF, 60, 480, 9.00, 100PAW, -0.00, 0.00
Kr, -37.17781781, Kr_ONCV_PBE-1.0.oncvpsp.upf, 45, 180, 8.00, SG15, -0.00, 0.00
La, -458.04056752, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -0.53, 1.76
Li, -14.37694742, li_pbe_v1.4.uspp.F.UPF, 40, 320, 3.00, GBRV-1.4, -0.02, 0.02
Lr, -1562.27249432, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, -0.00, 0.01
Lu, -1079.91844721, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, 0.00, 0.01
Md, -1437.58462371, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, 0.53, 1.02
Mg, -33.54073067, Mg.pbe-n-kjpaw_psl.0.3.0.UPF, 30, 240, 2.00, 031PAW, -0.00, 0.00
Mn, -210.72345677, mn_pbe_v1.5.uspp.F.UPF, 65, 780, 15.00, GBRV-1.5, -0.20, 2.19
Mo, -136.54757424, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 14.00, SG15, -0.00, 3.36
N, -19.58331514, N.pbe-n-radius_5.UPF, 60, 480, 5.00, THEOS, 0.01, 0.01
Na, -95.30018723, na_pbe_v1.5.uspp.F.UPF, 40, 320, 9.00, GBRV-1.5, 0.00, 0.00
Nb, -333.72293912, Nb.pbe-spn-kjpaw_psl.0.3.0.UPF, 40, 320, 13.00, 031PAW, 1.00, 2.78
Nd, -537.16771540, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, 0.31, 1.48
Ne, -60.81404626, Ne_ONCV_PBE-1.0.oncvpsp.upf, 50, 200, 8.00, SG15, 0.00, 0.00
Ni, -342.92175758, ni_pbe_v1.4.uspp.F.UPF, 45, 360, 18.00, GBRV-1.4, -0.60, 1.55
No, -1498.52453489, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1062.70001551, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, 0.20, 2.37
O, -41.16258566, O.pbe-n-kjpaw_psl.0.1.UPF, 50, 400, 6.00, 031PAW, -0.00, 0.00
Os, -197.90787966, Os_pbe_v1.2.uspp.F.UPF, 40, 320, 16.00, GBRV-1.2, 0.00, 2.70
P, -13.65169789, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30, 240, 5.00, 100US, 0.01, 0.01
Pa, -995.83018072, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -1.02, 2.71
Pb, -870.27601567, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 40, 320, 14.00, 031PAW, 0.02, 0.02
Pd, -252.93406880, Pd_ONCV_PBE-1.0.oncvpsp.upf, 45, 180, 18.00, SG15, 0.00, 0.01
Pm, -569.05274819, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, 0.04, 1.14
Po, -195.34973605, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 75, 600, 16.00, 100US, -0.00, 0.00
Pr, -508.20531669, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -3.00, 3.03
Pt, -210.29275826, pt_pbe_v1.4.uspp.F.UPF, 35, 280, 16.00, GBRV-1.4, 1.45, 1.72
Pu, -1099.95170599, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -6.00, 6.24
Ra, -1118.48203950, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.93484445, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 9.00, SG15, -0.01, 0.01
Re, -189.84730388, Re_pbe_v1.2.uspp.F.UPF, 30, 240, 15.00, GBRV-1.2, -0.00, 0.01
Rh, -216.51767838, Rh_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 17.00, SG15, -0.97, 1.93
Rn, -1027.07587186, Rn.pbe-dn-kjpaw_psl.1.0.0.UPF, 120, 960, 18.00, 100PAW, 0.00, 0.00
Ru, -188.00373499, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 16.00, SG15, 0.00, 2.50
Sb, -184.63801026, sb_pbe_v1.4.uspp.F.UPF, 40, 320, 15.00, GBRV-1.4, 0.02, 0.02
Sc, -91.60449195, Sc_ONCV_PBE-1.0.oncvpsp.upf, 40, 160, 11.00, SG15, -0.01, 0.01
Se, -43.34509779, Se_pbe_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, -0.00, 0.00
Si, -11.01816154, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30, 240, 4.00, 100US, 0.00, 0.01
Sm, -603.99261060, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.00, 0.88
Sn, -162.94807863, Sn_pbe_v1.uspp.F.UPF, 60, 480, 14.00, GBRV-1.2, -0.01, 0.02
Sr, -70.13378129, Sr_pbe_v1.uspp.F.UPF, 30, 240, 10.00, GBRV-1.2, 0.00, 0.00
S, -23.79977893, s_pbe_v1.4.uspp.F.UPF, 35, 280, 6.00, GBRV-1.4, -0.00, 0.00
Ta, -141.27193712, Ta_pbe_v1.uspp.F.UPF, 45, 360, 13.00, GBRV-1.2, -0.04, 1.80
Tb, -728.43902563, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 0.01, 0.82
Tc, -160.65682208, Tc_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 15.00, SG15, -0.99, 2.82
Te, -26.26127527, Te_pbe_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, 0.00, 0.00
Th, -965.83130768, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 2.00, 2.06
Ti, -118.86949475, ti_pbe_v1.4.uspp.F.UPF, 35, 280, 12.00, GBRV-1.4, 0.02, 1.85
Tl, -144.78957673, Tl_pbe_v1.2.uspp.F.UPF, 50, 400, 13.00, GBRV-1.2, 0.00, 0.00
Tm, -946.26765395, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, 0.14, 0.31
U, -1028.10670034, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.71, 2.66
V, -144.60048399, v_pbe_v1.4.uspp.F.UPF, 35, 280, 13.00, GBRV-1.4, 0.07, 2.12
W, -158.44778543, W_pbe_v1.2.uspp.F.UPF, 30, 240, 14.00, GBRV-1.2, -2.06, 3.32
Xe, -231.78648038, Xe_ONCV_PBE-1.1.oncvpsp.upf, 60, 240, 18.00, SG15-1.1, 0.00, 0.00
Yb, -1011.04673461, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
Y, -87.26358141, Y_pbe_v1.uspp.F.UPF, 35, 280, 11.00, GBRV-1.2, -0.00, 0.01
Zn, -461.48592118, Zn_pbe_v1.uspp.F.UPF, 40, 320, 20.00, GBRV-1.2, -0.00, 0.00
Zr, -98.70643403, Zr_pbe_v1.uspp.F.UPF, 30, 240, 12.00, GBRV-1.2, -0.00, 0.01
