Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Pa, -995.82754007, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60.0, 480.0, 13.00, MalteSachs, -0.95, 2.71
Pb, -870.27654724, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 45.0, 360.0, 14.00, 031PAW, 0.01, 0.01
Pd, -252.93812766, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, -0.00, 0.00
Pm, -569.05290940, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, 0.02, 1.15
Po, -195.34981867, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 80.0, 640.0, 16.00, 100US, 0.01, 0.01
P, -13.65169942, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 5.00, 100US, -0.01, 0.01
Pr, -508.13387592, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, 0.30, 1.45
Pt, -1032.44954892, Pt.pbe-spfn-rrkjus_psl.1.0.0.UPF, 100.0, 800.0, 32.00, 100US, 1.49, 1.76
Pu, -1099.76865483, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, 0.00, 2.57
Ra, -1118.48203949, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, -0.00, 0.00
Rb, -48.93484364, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, -0.01, 0.01
Re, -189.96468639, Re_pbe_v1.2.uspp.F.UPF, 30.0, 240.0, 15.00, GBRV-1.2, 1.00, 2.65
Rh, -216.51919030, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, 0.97, 1.93
Rn, -1027.07614338, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, -0.00, 0.00
Ru, -187.99554371, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, 0.74, 2.40
Sb, -184.63890826, sb_pbe_v1.4.uspp.F.UPF, 55.0, 440.0, 15.00, GBRV-1.4, 0.00, 0.03
Sc, -156.70077971, Sc.pbe-spn-kjpaw_psl.0.2.3.UPF, 90.0, 720.0, 11.00, 031PAW, 0.01, 0.01
Se, -43.34509776, Se_pbe_v1.uspp.F.UPF, 30.0, 240.0, 6.00, GBRV-1.2, 0.00, 0.00
Si, -11.01817007, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 4.00, 100US, 0.03, 0.03
Sm, -603.99568973, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, 0.00, 0.89
Sn, -162.94820309, Sn_pbe_v1.uspp.F.UPF, 70.0, 560.0, 14.00, GBRV-1.2, 0.00, 0.01
S, -23.79977889, s_pbe_v1.4.uspp.F.UPF, 35.0, 280.0, 6.00, GBRV-1.4, -0.00, 0.00
Sr, -70.13403972, Sr_pbe_v1.uspp.F.UPF, 40.0, 320.0, 10.00, GBRV-1.2, -0.00, 0.00
Ta, -141.29476611, Ta_pbe_v1.uspp.F.UPF, 50.0, 400.0, 13.00, GBRV-1.2, -0.99, 2.45
Tb, -728.43892468, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, 0.01, 0.82
Tc, -160.80185863, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, -5.00, 5.10
Te, -28.28115001, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, -0.00, 0.00
Th, -965.81967800, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, -0.00, 1.60
Ti, -118.84865114, ti_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 12.00, GBRV-1.4, -0.14, 1.36
Tl, -144.79133265, Tl_pbe_v1.2.uspp.F.UPF, 70.0, 560.0, 13.00, GBRV-1.2, 0.03, 0.03
Tm, -946.26767698, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 0.14, 0.31
U, -1028.10474295, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, 0.59, 2.82
V, -144.62229549, v_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 13.00, GBRV-1.4, 0.98, 2.60
W, -158.43708225, W_pbe_v1.2.uspp.F.UPF, 50.0, 400.0, 14.00, GBRV-1.2, 0.00, 2.67
Xe, -593.36671384, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, 0.00, 0.00
Yb, -1011.04673473, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, 0.00, 0.00
Y, -87.26358494, Y_pbe_v1.uspp.F.UPF, 35.0, 280.0, 11.00, GBRV-1.2, 0.02, 0.02
Zn, -461.48918335, Zn_pbe_v1.uspp.F.UPF, 90.0, 720.0, 20.00, GBRV-1.2, -0.00, 0.00
Zr, -98.70643409, Zr_pbe_v1.uspp.F.UPF, 30.0, 240.0, 12.00, GBRV-1.2, 0.00, 0.01
