Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
No, -1498.52453495, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1062.71328929, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -0.02, 2.14
O, -41.18597082, O.pbe-n-kjpaw_psl.0.1.UPF, 50, 400, 6.00, 031PAW, -0.00, 0.00
Os, -197.85149895, Os_pbe_v1.2.uspp.F.UPF, 40, 320, 16.00, GBRV-1.2, 0.00, 0.00
P, -13.67708360, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30, 240, 5.00, 100US, 0.00, 0.00
Pa, -995.83821404, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -0.68, 2.37
Pb, -870.29939679, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 40, 320, 14.00, 031PAW, -0.00, 0.00
Pd, -252.94033180, Pd_ONCV_PBE-1.0.oncvpsp.upf, 45, 180, 18.00, SG15, 0.00, 0.00
Pm, -569.06313008, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, 0.02, 1.06
Po, -195.37312114, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 75, 600, 16.00, 100US, 0.00, 0.00
Pr, -508.21400243, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -3.00, 3.03
Pt, -210.29285702, pt_pbe_v1.4.uspp.F.UPF, 35, 280, 16.00, GBRV-1.4, -0.00, 0.02
Pu, -1099.96976350, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -6.00, 6.24
Ra, -1118.48203940, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.94330612, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 9.00, SG15, -0.00, 0.00
Re, -189.88913689, Re_pbe_v1.2.uspp.F.UPF, 30, 240, 15.00, GBRV-1.2, 0.00, 0.01
Rh, -216.50109725, Rh_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 17.00, SG15, -0.00, 0.01
Rn, -1027.07587184, Rn.pbe-dn-kjpaw_psl.1.0.0.UPF, 120, 960, 18.00, 100PAW, 0.00, 0.00
Ru, -187.96140187, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 16.00, SG15, -0.00, 0.01
Sb, -184.66340465, sb_pbe_v1.4.uspp.F.UPF, 40, 320, 15.00, GBRV-1.4, 0.03, 0.03
Sc, -91.62042876, Sc_ONCV_PBE-1.0.oncvpsp.upf, 40, 160, 11.00, SG15, -0.00, 0.00
Se, -43.36848275, Se_pbe_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, 0.00, 0.00
Si, -11.04154623, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30, 240, 4.00, 100US, -0.00, 0.00
Sm, -603.99359684, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.01, 0.88
Sn, -162.97146030, Sn_pbe_v1.uspp.F.UPF, 60, 480, 14.00, GBRV-1.2, 0.01, 0.01
Sr, -70.13378115, Sr_pbe_v1.uspp.F.UPF, 30, 240, 10.00, GBRV-1.2, -0.00, 0.00
S, -23.82316375, s_pbe_v1.4.uspp.F.UPF, 35, 280, 6.00, GBRV-1.4, 0.00, 0.00
Ta, -141.25575394, Ta_pbe_v1.uspp.F.UPF, 45, 360, 13.00, GBRV-1.2, 0.00, 0.02
Tb, -728.44773445, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 0.02, 0.81
Tc, -160.58715210, Tc_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 15.00, SG15, 0.00, 0.01
Te, -26.28466052, Te_pbe_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, 0.00, 0.00
Th, -965.84280341, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 1.99, 2.01
Ti, -118.87683560, ti_pbe_v1.4.uspp.F.UPF, 35, 280, 12.00, GBRV-1.4, 0.34, 1.66
Tl, -144.80644727, Tl_pbe_v1.2.uspp.F.UPF, 50, 400, 13.00, GBRV-1.2, 0.00, 0.00
Tm, -946.27889193, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, 0.01, 0.08
U, -1028.11815151, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.37, 2.37
V, -144.60964277, v_pbe_v1.4.uspp.F.UPF, 35, 280, 13.00, GBRV-1.4, 0.06, 2.03
W, -158.37488088, W_pbe_v1.2.uspp.F.UPF, 30, 240, 14.00, GBRV-1.2, -0.00, 0.01
Xe, -231.78648028, Xe_ONCV_PBE-1.1.oncvpsp.upf, 60, 240, 18.00, SG15-1.1, -0.00, 0.00
Yb, -1011.04673476, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
Y, -87.27748654, Y_pbe_v1.uspp.F.UPF, 35, 280, 11.00, GBRV-1.2, -0.02, 0.02
Zn, -461.48592075, Zn_pbe_v1.uspp.F.UPF, 40, 320, 20.00, GBRV-1.2, 0.00, 0.00
Zr, -98.72541988, Zr_pbe_v1.uspp.F.UPF, 30, 240, 12.00, GBRV-1.2, -0.00, 0.01
