Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Pd, -252.93725604, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, 0.00, 0.03
Pm, -569.05634867, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, 0.06, 1.11
Po, -195.35777777, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 80.0, 640.0, 16.00, 100US, 0.00, 0.01
P, -13.66016351, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 5.00, 100US, 0.01, 0.02
Pr, -508.20603939, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, -3.00, 3.05
Pt, -1032.45895851, Pt.pbe-spfn-rrkjus_psl.1.0.0.UPF, 100.0, 800.0, 32.00, 100US, -2.00, 2.00
Pu, -1099.76880562, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, -0.00, 2.50
Ra, -1118.48203950, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, 0.00, 0.00
Rb, -48.93766489, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, 0.01, 0.01
Re, -189.96489008, Re_pbe_v1.2.uspp.F.UPF, 30.0, 240.0, 15.00, GBRV-1.2, 1.00, 2.65
Rh, -216.50540224, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, 0.04, 1.56
Rn, -1027.07614338, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, 0.00, 0.00
Ru, -187.99938733, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, 0.57, 2.29
Sb, -184.64735994, sb_pbe_v1.4.uspp.F.UPF, 55.0, 440.0, 15.00, GBRV-1.4, 0.00, 0.00
Sc, -156.70585896, Sc.pbe-spn-kjpaw_psl.0.2.3.UPF, 90.0, 720.0, 11.00, 031PAW, 0.00, 0.02
Se, -43.35306017, Se_pbe_v1.uspp.F.UPF, 30.0, 240.0, 6.00, GBRV-1.2, -0.00, 0.01
Si, -11.02612017, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30.0, 240.0, 4.00, 100US, -0.00, 0.00
Sm, -604.01853203, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, -2.03, 2.33
Sn, -162.97482427, Sn_pbe_v1.uspp.F.UPF, 70.0, 560.0, 14.00, GBRV-1.2, 0.00, 1.34
S, -23.80773773, s_pbe_v1.4.uspp.F.UPF, 35.0, 280.0, 6.00, GBRV-1.4, 0.00, 0.00
Sr, -70.13403972, Sr_pbe_v1.uspp.F.UPF, 40.0, 320.0, 10.00, GBRV-1.2, 0.00, 0.00
Ta, -141.28599015, Ta_pbe_v1.uspp.F.UPF, 50.0, 400.0, 13.00, GBRV-1.2, 1.00, 2.36
Tb, -728.44191614, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, 0.00, 0.82
Tc, -160.80205081, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, 5.00, 5.05
Te, -28.28911005, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, 0.00, 0.01
Th, -965.83521979, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, -2.00, 2.02
Ti, -118.87927159, ti_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 12.00, GBRV-1.4, 0.00, 1.92
Tl, -144.79759798, Tl_pbe_v1.2.uspp.F.UPF, 70.0, 560.0, 13.00, GBRV-1.2, -0.00, 0.02
Tm, -946.26991450, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 0.20, 0.33
U, -1028.11252056, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, -0.01, 3.00
V, -144.61102654, v_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 13.00, GBRV-1.4, -1.05, 2.34
W, -158.43729674, W_pbe_v1.2.uspp.F.UPF, 50.0, 400.0, 14.00, GBRV-1.2, -0.84, 2.85
Xe, -593.36671384, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, 0.00, 0.00
Yb, -1011.04673348, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, 0.00, 0.00
Y, -87.26844618, Y_pbe_v1.uspp.F.UPF, 35.0, 280.0, 11.00, GBRV-1.2, 0.02, 0.02
Zn, -461.48918335, Zn_pbe_v1.uspp.F.UPF, 90.0, 720.0, 20.00, GBRV-1.2, -0.00, 0.00
Zr, -98.71212493, Zr_pbe_v1.uspp.F.UPF, 30.0, 240.0, 12.00, GBRV-1.2, 0.00, 0.00
