Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Cl, -34.34536867, Cl.pbesol-n-rrkjus_psl.1.0.0.UPF, 100, 800, 7.00, 100US, -0.00, 0.00
Cm, -4342.98482590, Cm.paw.z_18.ld1.uni-marburg.v0.upf, 60, 480, 18.00, MalteSachs, 0.00, 0.00
Co, -297.78642698, co_pbesol_v1.2.uspp.F.UPF, 90, 1080, 17.00, GBRV-1.2, 0.97, 2.02
C, -17.41243718, C.pbesol-n-kjpaw_psl.1.0.0.UPF, 45, 360, 4.00, 100PAW, 0.01, 0.01
Cr, -175.07389141, cr_pbesol_v1.5.uspp.F.UPF, 40, 320, 14.00, GBRV-1.5, 6.00, 6.00
Cs, -46.53659833, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45, 180, 9.00, Dojo, -0.00, 0.00
Cu, -210.13279691, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, -1.00, 1.10
Dy, -769.00154875, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, -0.00, 1.01
Er, -877.43816466, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, 0.04, 0.60
Es, -1310.18847995, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, -1.19, 1.98
Eu, -863.25494290, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, 1.00, 1.30
Fe, -326.52359112, Fe.pbesol-spn-kjpaw_psl.0.2.1.UPF, 90, 1080, 16.00, 031PAW, -4.00, 4.01
Fm, -1364.12717941, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 2.05, 2.05
F, -48.80655407, F.oncvpsp.upf, 90, 360, 7.00, Dojo, 0.00, 0.00
Fr, -1059.38032125, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.01, 0.01
Ga, -274.76237275, Ga.pbesol-dn-kjpaw_psl.1.0.0.UPF, 90, 720, 13.00, 100PAW, 0.01, 0.01
Gd, -675.81551183, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, 0.00, 0.76
Ge, -212.82254129, ge_pbesol_v1.4.uspp.F.UPF, 45, 360, 14.00, GBRV-1.4, 0.00, 0.00
He, -5.51625750, He_ONCV_PBEsol-1.0.upf, 55, 220, 2.00, SG15, 0.00, 0.00
Hf, -112.25944296, Hf-sp.oncvpsp.upf, 55, 220, 12.00, Dojo, -0.00, 0.00
Hg, -107.49401317, Hg.us.z_12.uspp.gbrv.v1.upf, 65, 390, 12.00, GBRV-v1.0, 0.00, 0.00
H, -0.90394874, H_ONCV_PBEsol-1.0.upf, 80, 320, 1.00, SG15, 0.00, 0.00
Ho, -821.23024650, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, 0.00, 0.79
I, -198.63684623, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65, 260, 17.00, SG15, 0.02, 0.02
In, -144.18048787, In.pbesol-dn-rrkjus_psl.0.2.2.UPF, 50, 400, 13.00, 031US, -0.01, 0.01
Ir, -963.43030206, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, -1.13, 2.30
K, -111.36990577, K.pbesol-spn-kjpaw_psl.1.0.0.UPF, 60, 480, 9.00, 100PAW, -0.00, 0.00
Kr, -500.72278497, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, 0.00, 0.00
La, -451.42225396, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -1.03, 1.77
Li, -14.27312204, li_pbesol_v1.4.uspp.F.UPF, 40, 320, 3.00, GBRV-1.4, 0.04, 0.04
Lr, -1545.29828507, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 0.01, 0.01
Lu, -1071.07216645, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, 0.00, 0.01
Md, -1421.31157970, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, -1.04, 1.05
Mg, -125.02578886, mg_pbesol_v1.4.uspp.F.UPF, 45, 360, 10.00, GBRV-1.4, -0.00, 0.00
Mn, -210.78348652, mn_pbesol_v1.5.uspp.F.UPF, 90, 1080, 15.00, GBRV-1.5, 5.00, 5.17
Mo, -136.49494286, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, -1.96, 3.61
Na, -108.41288689, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100, 800, 9.00, 100PAW-low, -0.01, 0.01
Nb, -329.42726820, Nb.pbesol-spn-kjpaw_psl.0.3.0.UPF, 40, 320, 13.00, 031PAW, 0.99, 2.83
Nd, -530.20444284, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -4.00, 4.06
Ne, -81.32716668, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 720, 8.00, 100PAW, -0.00, 0.00
Ni, -342.67940541, ni_pbesol_v1.4.uspp.F.UPF, 50, 400, 18.00, GBRV-1.4, -0.56, 1.55
N, -20.04705582, N.oncvpsp.upf, 80, 320, 5.00, Dojo, 0.00, 0.00
No, -1481.90631898, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1048.83865774, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, 0.96, 2.83
O, -40.64209049, O.pbesol-n-kjpaw_psl.0.1.UPF, 75, 600, 6.00, 031PAW, 0.00, 0.00
Os, -197.81067883, os_pbesol_v1.2.uspp.F.UPF, 40, 320, 16.00, GBRV-1.2, 0.84, 2.63
Pa, -982.53324184, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, 3.00, 3.35
Pb, -859.12381671, Pb.pbesol-dn-kjpaw_psl.0.2.2.UPF, 45, 360, 14.00, 031PAW, -0.01, 0.01
Pd, -252.79691276, Pd_ONCV_PBEsol-1.0.upf, 50, 200, 18.00, SG15, 0.00, 0.11
Pm, -561.81004953, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, 0.08, 1.18
Po, -194.99621262, Po.pbesol-dn-rrkjus_psl.1.0.0.UPF, 80, 640, 16.00, 100US, 0.00, 0.01
P, -13.62037482, P.pbesol-n-rrkjus_psl.1.0.0.UPF, 30, 240, 5.00, 100US, -0.01, 0.01
Pr, -501.20773901, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -0.28, 1.47
Pt, -1032.41255707, Pt.pbesol-spfn-rrkjus_psl.1.0.0.UPF, 100, 800, 32.00, 100US, 1.33, 1.67
Pu, -1085.82969094, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, 6.00, 6.25
Ra, -1105.94462346, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, 0.00, 0.00
Rb, -48.91876431, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, -0.00, 0.00
Re, -189.60098452, re_pbesol_v1.2.uspp.F.UPF, 30, 240, 15.00, GBRV-1.2, 0.99, 2.90
Rh, -216.39618058, Rh_ONCV_PBEsol-1.0.upf, 55, 220, 17.00, SG15, 0.00, 1.53
Rn, -1015.02204268, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1600, 18.00, 100PAW, 0.00, 0.00
Ru, -187.92620536, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, 2.03, 2.95
Sb, -184.25794536, sb_pbesol_v1.4.uspp.F.UPF, 55, 440, 15.00, GBRV-1.4, 0.01, 0.01
Sc, -154.85505118, Sc.pbesol-spn-kjpaw_psl.0.2.3.UPF, 90, 720, 11.00, 031PAW, 0.01, 0.85
Se, -43.02112211, se_pbesol_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, -0.00, 0.00
Si, -10.91235831, Si.pbesol-n-rrkjus_psl.1.0.0.UPF, 30, 240, 4.00, 100US, -0.00, 0.00
Sm, -596.58710044, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, 0.02, 0.94
Sn, -158.59772328, sn_pbesol_v1.4.uspp.F.UPF, 70, 560, 14.00, GBRV-1.2, -0.00, 0.00
S, -23.69322858, s_pbesol_v1.4.uspp.F.UPF, 35, 280, 6.00, GBRV-1.4, 0.00, 0.00
Sr, -70.03566071, sr_pbesol_v1.uspp.F.UPF, 40, 320, 10.00, GBRV-1.2, 0.00, 0.00
Ta, -141.10196762, ta_pbesol_v1.uspp.F.UPF, 50, 400, 13.00, GBRV-1.2, 0.96, 2.47
Tb, -720.79592117, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, -5.42, 5.45
Tc, -160.58076549, Tc_ONCV_PBEsol-1.0.upf, 40, 160, 15.00, SG15, 1.11, 3.07
Te, -28.20818116, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50, 400, 6.00, US100-low, -0.00, 0.02
Th, -952.75732033, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 0.26, 1.78
Ti, -118.72737987, ti_pbesol_v1.4.uspp.F.UPF, 40, 320, 12.00, GBRV-1.4, 0.01, 1.95
Tl, -144.50909613, tl_pbesol_v1.2.uspp.F.UPF, 70, 560, 13.00, GBRV-1.2, -0.00, 0.01
Tm, -937.77550027, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, 1.00, 1.02
U, -1014.51350607, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.41, 2.70
V, -144.47082518, v_pbesol_v1.4.uspp.F.UPF, 40, 320, 13.00, GBRV-1.4, -0.95, 2.62
W, -158.26195334, w_pbesol_v1.2.uspp.F.UPF, 50, 400, 14.00, GBRV-1.2, 0.55, 2.67
Xe, -587.26083411, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150, 900, 18.00, 100PAW, 0.00, 0.00
Yb, -1002.37701552, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
Y, -92.39303528, y_pbesol_v1.4.uspp.F.UPF, 35, 280, 11.00, GBRV-1.2, -0.01, 0.01
Zn, -461.14167661, zn_pbesol_v1.uspp.F.UPF, 90, 720, 20.00, GBRV-1.2, 0.00, 0.00
Zr, -98.64067176, zr_pbesol_v1.uspp.F.UPF, 30, 240, 12.00, GBRV-1.2, 0.00, 0.01
