Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Hg, -107.77845661, Hg.us.z_12.uspp.gbrv.v1.upf, 65.0, 390.0, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.92185202, H_ONCV_PBE-1.0.oncvpsp.upf, 80.0, 320.0, 1.00, SG15, 0.01, 0.01
Ho, -829.41272173, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 21.00, Wentzcovitch, 0.00, 0.72
I, -198.62386602, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65.0, 260.0, 17.00, SG15, 0.00, 0.00
Ir, -963.48024562, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 31.00, 100US, 1.21, 2.30
Kr, -504.24775250, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1200.0, 18.00, 100PAW, -0.00, 0.00
La, -458.04009763, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 11.00, Wentzcovitch, -0.73, 1.73
Lr, -1562.27249587, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60.0, 480.0, 25.00, MalteSachs, -0.00, 0.01
Lu, -1079.91844723, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45.0, 360.0, 25.00, Wentzcovitch, 0.00, 0.01
Md, -1437.58507975, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60.0, 480.0, 23.00, MalteSachs, -1.06, 1.06
Mo, -136.56851556, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 14.00, SG15, -1.98, 3.61
Na, -109.20562096, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100.0, 800.0, 9.00, 100PAW-low, -0.01, 0.01
Nd, -537.28701779, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 14.00, Wentzcovitch, -4.00, 4.07
Ne, -82.02566820, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 720.0, 8.00, 100PAW, -0.00, 0.00
N, -20.14167115, N.oncvpsp.upf, 80.0, 320.0, 5.00, Dojo, -0.00, 0.00
No, -1498.52453560, No.paw.z_24.ld1.uni-marburg.v0.upf, 60.0, 480.0, 24.00, MalteSachs, 0.00, 0.00
Np, -1062.70102794, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60.0, 480.0, 15.00, MalteSachs, -0.26, 2.48
Pa, -995.85410841, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60.0, 480.0, 13.00, MalteSachs, -3.00, 3.40
Pd, -252.93423115, Pd_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 18.00, SG15, 0.00, 0.01
Pm, -569.05242802, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 15.00, Wentzcovitch, 0.18, 1.17
Pr, -508.13492096, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 13.00, Wentzcovitch, -0.28, 1.42
Pu, -1099.76868779, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60.0, 480.0, 16.00, MalteSachs, -0.00, 2.58
Ra, -1118.48203949, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 20.00, 100PAW, -0.00, 0.00
Rb, -48.93484425, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30.0, 120.0, 9.00, SG15, -0.01, 0.01
Rh, -216.51897267, Rh_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 17.00, SG15, -0.97, 1.93
Rn, -1027.07614338, Rn.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1600.0, 18.00, 100PAW, -0.00, 0.00
Ru, -188.00569054, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 16.00, SG15, 0.00, 2.43
Sm, -603.99491693, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 16.00, Wentzcovitch, -0.00, 0.94
Tb, -728.45134014, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 19.00, Wentzcovitch, 0.94, 1.29
Tc, -160.80178434, Tc_ONCV_PBE-1.0.oncvpsp.upf, 40.0, 160.0, 15.00, SG15, -5.00, 5.11
Te, -28.28115141, Te.us.z_6.ld1.psl.v1.0.0-low.upf, 50.0, 400.0, 6.00, US100-low, 0.00, 0.01
Th, -965.82644753, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60.0, 480.0, 12.00, MalteSachs, -0.00, 1.94
Tm, -946.26766596, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 23.00, Wentzcovitch, 0.14, 0.31
U, -1028.09665237, U.paw.z_14.ld1.uni-marburg.v0.upf, 60.0, 480.0, 14.00, MalteSachs, -1.76, 3.01
Xe, -593.36671384, Xe.paw.z_18.ld1.psl.v1.0.0-high.upf, 150.0, 900.0, 18.00, 100PAW, -0.00, 0.00
Yb, -1011.04673459, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 24.00, Wentzcovitch, -0.00, 0.00
