Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ra, -1118.48203940, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, 0.00, 0.00
Rb, -48.93485277, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 9.00, SG15, -0.04, 0.04
Rh, -216.51759864, Rh_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 17.00, SG15, -0.97, 1.93
Ru, -188.08255785, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 16.00, SG15, 4.00, 4.01
Sc, -91.60449131, Sc_ONCV_PBE-1.0.oncvpsp.upf, 40, 160, 11.00, SG15, 0.00, 0.01
Sm, -603.99580944, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, 0.00, 0.88
Tb, -728.45038849, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, -1.00, 1.30
Tc, -160.80091239, Tc_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 15.00, SG15, 5.00, 5.09
Th, -965.83353062, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 2.00, 2.05
Tm, -946.27679072, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, 1.00, 1.03
U, -1028.17855174, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, 4.00, 4.26
Xe, -231.78648028, Xe_ONCV_PBE-1.1.oncvpsp.upf, 60, 240, 18.00, SG15-1.1, -0.00, 0.00
Yb, -1011.04673476, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, 0.00, 0.00
